Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
36	-12693.893	2449.1128	-9367.278	-16086.091	1000.0	-1234.0034	616.55695	-448.0297	-2741.0151	185000	3.9115548e-08	30997.047	-0.039505843	-15887.048	0.73665684	0.015067479	0.1742	39.0	75.15058422088623
37	-15277.402	1550.8296	-12642.281	-16627.105	1000.0	-1543.2922	720.53217	-470.8051	-3083.0654	190000	3.7252903e-09	42755.492	-0.033375304	-20807.383	0.7337229	0.015246388	0.19759999	34.0	76.78314328193665
38	-13729.601	1953.8649	-11022.987	-15822.279	1000.0	-1218.657	548.1956	-477.67453	-2340.6523	195000	2.9802322e-08	46353.11	-0.04354987	-33963.33	0.72406393	0.014537709	0.198	79.0	78.89968419075012
39	-11343.184	2283.7695	-8120.8774	-14577.926	1000.0	-1108.8358	572.10364	-444.50983	-2886.4329	200000	3.3527613e-08	31217.61	-0.031197535	-18333.92	0.7269015	0.0150330495	0.1524	29.0	80.7468831539154
40	-11884.969	2083.235	-9084.003	-14943.241	1000.0	-1013.4801	600.7671	-406.39978	-2514.6313	205000	-3.7252903e-08	115859.445	-0.03703256	-85663.63	0.7230825	0.015202569	0.16260001	39.0	82.46124005317688
41	-10262.627	970.0824	-9101.024	-11794.221	1000.0	-1031.6312	476.56006	-444.61392	-3029.423	210000	-1.1175871e-08	47126.453	-0.020158775	-22141.057	0.72719455	0.015812524	0.121999994	10.0	83.8781533241272
42	-11000.998	370.85205	-10552.26	-11409.03	1000.0	-1079.528	499.5044	-486.4956	-2804.424	215000	-1.4901161e-08	29655.297	-0.025588397	-18993.46	0.72763306	0.015195864	0.12900001	12.0	85.34983229637146
43	-10494.935	1513.0929	-8634.893	-12250.261	1000.0	-889.4962	323.42834	-494.96664	-1982.5319	220000	2.2351742e-08	46324.766	-0.031037647	-36963.03	0.72726786	0.015025923	0.14719999	38.0	87.02020025253296
44	-11276.697	952.6366	-9982.134	-12270.669	1000.0	-1114.3132	481.90567	-502.60635	-2609.4622	225000	0.0	28588.57	-0.034024607	-21130.943	0.7299483	0.015122292	0.18	60.0	88.89701724052429
45	-10877.478	1000.5824	-9398.702	-11879.661	1000.0	-1038.8508	379.80792	-510.38974	-2086.9045	230000	1.1175871e-08	37732.258	-0.022944095	-27365.855	0.7347819	0.015203766	0.1198	16.0	90.65633010864258
46	-9723.334	1045.5787	-8521.461	-10964.068	1000.0	-1034.4904	449.06073	-469.30164	-2859.6035	235000	1.4901161e-08	46750.113	-0.032663442	-35275.28	0.7360783	0.015047638	0.14400001	65.0	92.37606239318848
47	-9251.437	442.61914	-8773.505	-9865.824	1000.0	-913.988	353.56458	-406.23685	-2042.5555	240000	1.1175871e-08	9271.251	-0.03102525	-3715.6797	0.73325926	0.015054524	0.14719999	58.0	94.05993437767029
48	-9530.42	893.39417	-8551.967	-10962.335	1000.0	-922.648	365.77292	-384.2571	-2135.1316	245000	1.4901161e-08	20930.33	-0.017410222	-14476.3955	0.7277737	0.016071042	0.1288	8.0	95.49641823768616
49	-11406.582	2191.696	-7995.393	-14039.084	1000.0	-897.4466	303.7697	-480.3321	-2006.1174	250000	0.0	112021.36	-0.02466375	-98894.39	0.7273177	0.015555119	0.1494	38.0	97.17205619812012
50	-10221.346	2406.4912	-7163.104	-13792.114	1000.0	-1015.8424	406.08203	-459.64554	-2104.3438	255000	-1.4901161e-08	32211.576	-0.019796254	-11272.053	0.7280543	0.01500634	0.1498	14.0	98.689462184906
51	-10556.603	1832.0532	-7632.8643	-12684.291	1000.0	-1006.3204	414.75986	-495.71503	-2142.966	260000	1.1175871e-08	27910.39	-0.03300556	-18414.785	0.72853076	0.015098856	0.13859999	44.0	100.70390510559082
52	-10202.986	2450.7405	-7852.295	-13551.616	1000.0	-1016.2351	397.60715	-465.0996	-2453.1555	265000	4.4703484e-08	37229.76	-0.015582252	-19193.836	0.7315352	0.016864851	0.1346	9.0	102.13592028617859
53	-8380.378	1728.0685	-7202.173	-11359.528	1000.0	-818.3518	289.54733	-487.97903	-2469.3088	270000	1.8626451e-09	20270.547	-0.023621555	-9785.551	0.7319346	0.015105316	0.0864	21.0	103.58651208877563
54	-9088.121	2795.9292	-6069.265	-13656.433	1000.0	-863.9267	466.7634	-467.83997	-3122.9097	275000	1.4901161e-08	23471.742	-0.017225886	-12534.554	0.73481125	0.017898677	0.050200004	6.0	104.98282814025879
55	-8419.391	422.8176	-7974.739	-8995.464	1000.0	-817.37024	236.52348	-471.73764	-1381.2537	280000	2.4214387e-08	25678.84	-0.038325757	-18679.656	0.7352286	0.013711511	0.161	79.0	106.9179949760437
56	-8221.09	2076.453	-6560.532	-11778.889	1000.0	-806.4656	321.4973	-380.70642	-2176.9595	285000	2.9802322e-08	26802.719	-0.012204994	-17404.137	0.7297239	0.016050024	0.099199995	6.0	108.36405301094055
57	-10734.227	4228.4946	-5809.021	-15971.301	1000.0	-1154.2844	751.15796	-421.92844	-3135.451	290000	-7.450581e-09	58307.113	-0.048842676	-41881.695	0.72951597	0.015248448	0.21440001	77.0	110.50685524940491
58	-9577.834	2804.2397	-6234.2383	-13189.936	1000.0	-958.807	488.56262	-417.4152	-2316.352	295000	0.0	20523.848	-0.019416936	-10622.211	0.72126734	0.015296078	0.1382	11.0	112.06333422660828
59	-8548.363	3060.0945	-6602.9585	-13844.494	1000.0	-768.3986	515.53613	-382.18668	-2831.9067	300000	-2.2351742e-08	15185.166	-0.036843754	-9553.708	0.7211203	0.015016645	0.1544	62.0	113.77472925186157
60	-6476.765	180.01508	-6197.285	-6664.5015	1000.0	-634.2416	120.89722	-414.70023	-927.6797	305000	0.0	5721.274	-0.03318198	-1705.1285	0.72303677	0.01287687	0.1584	79.0	115.57212424278259
61	-6456.796	174.72098	-6276.676	-6746.1064	1000.0	-669.1043	146.89758	-424.0344	-991.1585	310000	-3.7252903e-09	8823.186	-0.035562806	-4868.942	0.72185206	0.009933508	0.1532	79.0	117.33358526229858
62	-6262.3564	467.28152	-5918.5146	-7067.7217	1000.0	-597.1407	112.32317	-375.75815	-872.5717	315000	-1.4901161e-08	5993.338	-0.027552381	-2430.8562	0.7182996	0.015224056	0.1516	40.0	118.82780814170837
63	-6411.2256	856.36945	-5337.448	-7733.4224	1000.0	-647.8951	152.92154	-387.02908	-997.8129	320000	7.450581e-09	8981.107	-0.031352326	-3685.176	0.7109242	0.015024696	0.1676	59.0	120.63776111602783
64	-6230.089	291.27567	-5761.8623	-6554.1914	1000.0	-612.722	145.72075	-331.08084	-951.9693	325000	7.450581e-09	6632.336	-0.03580602	-4501.194	0.70674044	0.015053699	0.1832	65.0	122.66791224479675
65	-7719.326	907.6158	-6803.445	-8868.176	1000.0	-638.30414	197.95474	-365.0124	-1422.8488	330000	-7.450581e-09	57267.145	-0.011602685	-45475.65	0.70871526	0.01625595	0.0888	5.0	124.11107516288757
66	-8608.898	1516.3541	-7222.248	-10978.581	1000.0	-809.1417	417.91043	-365.0118	-2395.7964	335000	7.450581e-09	32026.895	-0.029710226	-22508.066	0.7090613	0.015028283	0.157	22.0	125.65820813179016
67	-9546.336	2473.7808	-7126.4214	-13640.804	1000.0	-948.7498	497.94345	-367.85556	-2227.2402	340000	1.1175871e-08	14497.988	-0.028330427	-6050.4814	0.7115471	0.01600567	0.1408	18.0	127.17235612869263
68	-8961.555	2551.518	-5939.3916	-12876.505	1000.0	-898.5239	470.93503	-368.34787	-2121.8152	345000	2.9802322e-08	18028.973	-0.023415113	-5447.028	0.7109799	0.015345754	0.16960001	13.0	128.54573798179626
69	-6543.196	2239.5676	-5018.324	-10397.913	1000.0	-648.17664	245.48798	-360.9611	-1471.9176	350000	-3.7252903e-09	6793.8794	-0.037375133	-3414.8125	0.7106459	0.011810349	0.1736	79.0	130.34055018424988
70	-6529.576	998.61975	-5441.689	-8138.1416	1000.0	-609.8138	318.3572	-348.61307	-2146.5742	355000	1.3038516e-08	19351.633	-0.018013472	-14115.09	0.7020908	0.01576694	0.068399996	8.0	131.936683177948
71	-7128.445	1540.9546	-5453.0107	-9399.152	1000.0	-647.7278	271.56735	-396.62766	-1951.0652	360000	2.9802322e-08	22785.254	-0.012697183	-14239.984	0.7017768	0.016808895	0.0864	6.0	133.50658321380615
72	-6192.7056	259.01984	-5842.317	-6573.6396	1000.0	-643.4499	155.49973	-392.918	-1081.1011	365000	3.7252903e-09	6701.6816	-0.036834177	-4611.5396	0.7014081	0.01190144	0.1744	79.0	135.41782307624817
73	-7490.532	812.91986	-6522.0044	-8296.164	1000.0	-661.6861	168.88286	-379.35464	-1061.8245	370000	-2.9802322e-08	13971.377	-0.033119418	-9920.28	0.6998237	0.010329017	0.1656	79.0	137.33030223846436
74	-7507.5703	361.2048	-7062.0283	-8067.5103	1000.0	-752.5611	283.875	-388.34775	-2394.964	375000	-1.4901161e-08	9138.387	-0.010634672	-5870.055	0.6913425	0.03289169	0.0432	2.0	138.68233704566956
75	-5992.586	543.137	-5464.464	-6874.0195	1000.0	-717.997	218.31828	-389.58807	-1212.4536	380000	-2.142042e-08	16745.852	-0.033922415	-14824.953	0.6913934	0.015212551	0.1792	64.0	140.3392231464386
76	-9031.993	3283.9602	-5556.6646	-13811.866	1000.0	-781.19543	382.81885	-351.7865	-1802.3265	385000	1.4901161e-08	34321.09	-0.03560374	-29573.758	0.67662424	0.015262408	0.1602	31.0	142.0901231765747
77	-11461.674	3817.0364	-5477.131	-15404.46	1000.0	-1194.3121	668.75146	-398.11584	-2621.346	390000	-1.1175871e-08	26856.66	-0.03235663	-16944.531	0.680666	0.016805936	0.21779999	58.0	143.8276171684265
78	-6947.7334	1220.112	-5595.9224	-8905.579	1000.0	-716.1256	248.40878	-403.49258	-1681.26	395000	-1.0244548e-08	11318.491	-0.040050477	-5838.8755	0.67428344	0.0150915785	0.1672	51.0	145.53021121025085
79	-5626.7124	199.64029	-5301.9526	-5846.761	1000.0	-599.51025	130.96559	-376.56796	-920.7626	400000	-1.8626451e-08	3343.941	-0.03958122	-1843.752	0.67281055	0.011343499	0.18439999	79.0	147.4534993171692
80	-7670.8696	2038.6157	-5326.4497	-10285.341	1000.0	-700.176	293.18594	-374.3392	-1365.8545	405000	-3.7252903e-08	6212.996	-0.03581016	-3862.8506	0.6695542	0.015018757	0.16639999	45.0	149.0589632987976
81	-5227.9243	435.0463	-4775.6885	-5805.126	1000.0	-618.9086	150.7199	-379.88638	-970.2559	410000	-1.1175871e-08	8466.51	-0.036488235	-7072.311	0.6608689	0.0096909385	0.1618	79.0	150.91321110725403
82	-7251.8125	2605.4668	-4567.3794	-10802.645	1000.0	-658.01587	312.67847	-319.33054	-1794.26	415000	1.8626451e-08	12078.811	-0.01208033	-6678.6606	0.6528668	0.015012769	0.1482	6.0	152.57281827926636
83	-5411.8877	448.71887	-4941.29	-6134.4277	1000.0	-521.7657	108.727684	-324.12985	-1046.0248	420000	0.0	9120.207	-0.034761615	-5872.5176	0.65336543	0.006577472	0.16119999	79.0	154.53985404968262
84	-5710.7583	777.2826	-4733.177	-6699.1216	1000.0	-541.7807	124.59129	-313.16245	-879.27057	425000	1.4901161e-08	7334.3594	-0.03602433	-5241.579	0.6560051	0.0066150636	0.1544	79.0	156.43264937400818
85	-5845.941	522.23755	-5389.4062	-6732.3096	1000.0	-599.312	232.72224	-306.73743	-1347.7139	430000	0.0	1346.2102	-0.0395914	-418.101	0.6509794	0.011775546	0.18419999	79.0	158.39589715003967
86	-6271.3857	1816.1498	-4716.345	-9340.33	1000.0	-631.9548	295.05728	-319.46826	-1461.8895	435000	-4.4703484e-08	6846.322	-0.013128845	-4394.544	0.64254504	0.015338261	0.051799998	6.0	159.82951402664185
87	-5486.9233	190.90039	-5186.021	-5653.0645	1000.0	-558.3834	168.39267	-320.3674	-1159.0809	440000	-2.0489097e-08	1613.5419	-0.036271222	-487.7546	0.64279765	0.01505472	0.1674	63.0	161.6576943397522
88	-4986.2646	282.21158	-4648.919	-5393.224	1000.0	-546.24255	155.85013	-315.71957	-992.2618	445000	1.4901161e-08	2431.5396	-0.008024033	-1505.4717	0.6398772	0.015200987	0.174	5.0	163.29360818862915
89	-5279.5483	300.97614	-4881.587	-5631.0103	1000.0	-516.2863	146.28325	-318.12503	-1093.7615	450000	5.5879354e-09	1167.7374	-0.03878992	-599.67645	0.63922995	0.015076238	0.1886	70.0	165.1713511943817
90	-5492.858	318.60504	-5094.5137	-5885.2837	1000.0	-550.7854	157.82793	-344.67795	-1057.7198	455000	-1.3038516e-08	1237.3405	-0.041306764	-434.99908	0.6330764	0.010331873	0.1896	79.0	167.17529702186584
91	-5791.7383	372.9086	-5306.469	-6335.032	1000.0	-580.0082	191.22562	-311.98672	-1070.368	460000	-2.6077032e-08	1949.7642	-0.041849945	-641.1524	0.6268433	0.013009952	0.191	79.0	169.11279010772705
92	-5430.0547	142.60695	-5284.539	-5593.5933	1000.0	-555.8167	143.60777	-347.51837	-962.1652	465000	0.0	1059.2949	-0.04299758	-503.70056	0.6224043	0.013298696	0.18779999	79.0	171.09397196769714
93	-5258.1406	209.58492	-5037.5303	-5592.4946	1000.0	-556.46265	152.49142	-346.85986	-1001.6916	470000	-2.6077032e-08	1499.8074	-0.00940825	-857.37787	0.6128212	0.016319934	0.20820001	5.0	172.84544610977173
94	-4895.4062	186.38437	-4694.6895	-5200.364	1000.0	-515.9622	113.6054	-335.0629	-784.219	475000	1.8626451e-08	956.5038	-0.039300114	-471.0615	0.6124581	0.012591559	0.1862	79.0	174.83417916297913
95	-4974.5195	210.43893	-4765.7646	-5325.7993	1000.0	-504.3599	115.80688	-330.59616	-816.2647	480000	-2.2351742e-08	419.01382	-0.039162256	-211.63358	0.5983039	0.0067855883	0.1696	79.0	176.62395215034485
96	-5154.472	179.94635	-4910.6855	-5396.3467	1000.0	-507.18506	107.95687	-329.81454	-768.5767	485000	-2.2351742e-08	1213.1267	-0.034136213	-484.4823	0.58973	0.015011709	0.16780001	34.0	178.12369513511658
97	-4789.114	152.63754	-4535.392	-4931.5723	1000.0	-494.1391	89.08969	-333.74725	-690.0649	490000	-9.313226e-09	433.02036	-0.042422518	-180.75914	0.5830268	0.01209398	0.1802	79.0	179.83202409744263
98	-4879.7295	218.788	-4502.4946	-5028.132	1000.0	-494.603	103.07575	-325.90918	-749.8129	495000	1.1175871e-08	635.96564	-0.039910138	-260.23468	0.57891357	0.012064526	0.173	79.0	181.5358510017395
99	-4863.292	233.61761	-4553.8955	-5148.7573	1000.0	-498.73364	92.42272	-335.43695	-679.57104	500000	7.450581e-09	837.6493	-0.04011201	-274.02588	0.5749595	0.010070464	0.1752	79.0	183.68262219429016
100	-5019.457	90.40248	-4912.751	-5127.321	1000.0	-496.4986	97.837555	-330.23694	-713.52655	505000	7.450581e-09	494.47278	-0.042313028	-301.7212	0.57036746	0.012293446	0.1936	79.0	185.90167117118835
101	-4791.503	152.23196	-4617.102	-4957.8203	1000.0	-502.91275	103.196724	-317.84537	-692.7314	510000	-3.7252903e-09	1085.1586	-0.0073283156	-579.8971	0.5620999	0.016520482	0.1438	5.0	187.3477771282196
102	-4654.754	131.82309	-4514.9834	-4793.3306	1000.0	-480.1506	87.22969	-318.86346	-660.71094	515000	-1.8626451e-08	490.0302	-0.03888069	-143.09656	0.5619113	0.011772884	0.1832	79.0	189.33446621894836
103	-4543.6924	214.57411	-4347.1094	-4906.5444	1000.0	-459.8152	75.25729	-307.92773	-623.0792	520000	2.9802322e-08	899.8695	-0.038259503	-279.18143	0.5536851	0.006840096	0.1752	79.0	191.2941391468048
104	-4598.3296	101.39674	-4511.0527	-4761.0884	1000.0	-472.6174	83.907295	-320.03973	-651.8965	525000	7.450581e-09	509.82764	-0.036900252	-164.16426	0.546669	0.014519762	0.1772	79.0	193.5098659992218
105	-4797.509	95.13089	-4692.566	-4940.2017	1000.0	-475.38	82.7243	-318.99783	-639.4301	530000	-3.7252903e-09	939.3739	-0.038279485	-368.1926	0.54586995	0.011181662	0.1796	79.0	195.54616117477417
106	-4840.7686	56.217598	-4778.053	-4924.278	1000.0	-492.0217	84.794914	-331.22498	-651.89514	535000	1.3038516e-08	426.57285	-0.039961096	-73.127045	0.54145545	0.012384955	0.182	79.0	197.45900797843933
107	-4522.21	108.815544	-4356.8076	-4661.794	1000.0	-475.5022	75.08439	-337.41922	-638.0256	540000	-3.7252903e-09	413.4444	-0.015666286	-92.41474	0.5391048	0.015073858	0.1738	11.0	198.93488311767578
108	-4518.285	193.1696	-4331.406	-4819.4043	1000.0	-455.56555	70.28107	-329.07434	-620.41705	545000	1.4901161e-08	422.04532	-0.04016982	-187.8002	0.5394446	0.011513075	0.181	79.0	200.79065918922424
109	-4718.33	306.36026	-4435.223	-5190.049	1000.0	-449.32715	71.29091	-325.80997	-591.8359	550000	3.7252903e-08	2232.2422	-0.04488296	-1459.725	0.5308428	0.011269005	0.20500001	79.0	202.61857724189758
110	-4806.776	100.05009	-4659.9146	-4939.1284	1000.0	-468.966	88.39623	-323.65662	-636.58966	555000	-2.2351742e-08	598.82074	-0.03943859	-368.89035	0.5277427	0.0151937865	0.20019999	67.0	204.61546111106873
111	-4266.9023	85.06238	-4181.783	-4408.612	1000.0	-458.91855	84.745125	-323.98315	-619.01855	560000	2.6077032e-08	974.4482	-0.040825658	-755.5197	0.524824	0.01392192	0.1838	79.0	206.43862295150757
112	-4096.9897	108.84419	-3931.2166	-4218.367	1000.0	-435.6793	67.17995	-311.4328	-587.55865	565000	-3.632158e-08	482.30243	-0.032530952	-316.1975	0.51537496	0.015263652	0.1706	43.0	208.13209915161133
113	-4063.2473	129.35867	-3933.5046	-4278.6885	1000.0	-410.82938	61.787674	-292.66666	-549.64374	570000	-3.7252903e-09	210.0818	-0.009005465	-29.604923	0.5097728	0.015706135	0.1964	5.0	209.56696224212646
114	-4348.471	91.17146	-4203.0386	-4454.319	1000.0	-423.4714	67.3701	-292.9482	-572.3198	575000	-1.7695129e-08	570.37805	-0.041642062	-278.461	0.5091619	0.0092957355	0.188	79.0	211.37532114982605
115	-4224.6025	125.858	-4041.668	-4396.835	1000.0	-429.2776	59.216904	-313.90387	-552.36127	580000	2.9802322e-08	245.9429	-0.038956195	-42.252144	0.4982775	0.00926594	0.1734	79.0	213.36640000343323
116	-4005.0356	61.69196	-3964.305	-4111.359	1000.0	-418.87686	55.2354	-298.51947	-533.98364	585000	1.3038516e-08	516.5859	-0.043081272	-154.52106	0.49103656	0.013521861	0.1964	79.0	215.485689163208
117	-4078.2588	206.84218	-3777.8787	-4359.339	1000.0	-421.2783	52.560936	-315.66873	-537.7276	590000	1.4901161e-08	452.996	-0.042717554	-131.74582	0.48924348	0.011814229	0.2004	79.0	217.36499619483948
118	-3920.2632	106.37685	-3776.8691	-4076.8547	1000.0	-406.18454	48.681942	-313.1178	-516.25366	595000	-3.7252903e-08	245.16098	-0.042311933	-85.57823	0.48601195	0.012577803	0.1936	79.0	219.2142252922058
119	-3907.6072	144.40372	-3810.8357	-4156.1094	1000.0	-393.6958	45.18239	-298.82098	-503.16272	600000	1.8626451e-08	192.92432	-0.039866306	-43.079628	0.47964326	0.008587272	0.184	79.0	221.19128513336182
