2020-01-30 11:12:48,639 INFO  Logger.cs: 70 - 
2020-01-30 11:24:52,707 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-01-30 11:24:54,515 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-01-30 11:24:56,254 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-01-30 11:25:24,622 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-01-30 11:25:34,436 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-01-30 11:25:38,501 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-01-30 11:25:40,281 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-01-30 11:25:59,623 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-01-30 11:26:10,677 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-01-30 11:26:14,058 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-01-30 11:26:19,810 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-01-30 11:26:30,449 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-01-30 11:26:40,262 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-01-30 11:26:42,053 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-01-30 11:26:43,848 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-01-30 11:26:50,952 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-01-30 11:27:04,148 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-01-30 11:27:05,526 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-01-30 11:27:07,448 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-01-30 11:27:12,550 INFO  ExportPropertyManager.cs: 1078 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-01-30 11:27:53,627 INFO  ExportPropertyManager.cs: 456 - Configuration saved
2020-01-30 11:27:53,932 INFO  ExportHelperExtension.cs: 338 - Creating joint link_1
2020-01-30 11:27:54,103 WARN  ExportHelperExtension.cs: 342 - Creating joint from parent base_link to child link_1 failed
2020-01-30 11:27:54,299 INFO  ExportHelperExtension.cs: 338 - Creating joint link_2
2020-01-30 11:27:54,364 WARN  ExportHelperExtension.cs: 342 - Creating joint from parent link_1 to child link_2 failed
2020-01-30 11:27:54,848 INFO  ExportHelperExtension.cs: 338 - Creating joint link_3
2020-01-30 11:27:54,914 WARN  ExportHelperExtension.cs: 342 - Creating joint from parent link_2 to child link_3 failed
2020-01-30 11:27:55,230 INFO  ExportHelperExtension.cs: 338 - Creating joint link_4
2020-01-30 11:27:55,319 WARN  ExportHelperExtension.cs: 342 - Creating joint from parent link_3 to child link_4 failed
2020-01-30 11:27:55,406 INFO  ExportHelperExtension.cs: 338 - Creating joint link_5
2020-01-30 11:27:55,471 WARN  ExportHelperExtension.cs: 342 - Creating joint from parent link_4 to child link_5 failed
2020-01-30 11:27:55,596 INFO  ExportHelperExtension.cs: 338 - Creating joint link_6
2020-01-30 11:27:55,658 WARN  ExportHelperExtension.cs: 342 - Creating joint from parent link_5 to child link_6 failed
2020-01-30 11:27:55,862 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from C800
2020-01-30 11:27:55,865 INFO  ExportHelperExtension.cs: 1142 - Found 44 in C800
2020-01-30 11:27:55,866 INFO  ExportHelperExtension.cs: 1152 - Found 7 features of type [CoordSys] in C800
2020-01-30 11:27:55,866 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-01-30 11:27:55,866 INFO  ExportHelperExtension.cs: 1167 - 1 components to check
2020-01-30 11:27:55,867 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from C800.STEP-1
2020-01-30 11:27:55,867 INFO  ExportHelperExtension.cs: 1142 - Found 25 in C800.STEP-1
2020-01-30 11:27:55,868 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in C800.STEP-1
2020-01-30 11:27:55,870 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from C800
2020-01-30 11:27:55,871 INFO  ExportHelperExtension.cs: 1142 - Found 44 in C800
2020-01-30 11:27:55,872 INFO  ExportHelperExtension.cs: 1152 - Found 6 features of type [RefAxis] in C800
2020-01-30 11:27:55,873 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-01-30 11:27:55,874 INFO  ExportHelperExtension.cs: 1167 - 1 components to check
2020-01-30 11:27:55,874 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from C800.STEP-1
2020-01-30 11:27:55,875 INFO  ExportHelperExtension.cs: 1142 - Found 25 in C800.STEP-1
2020-01-30 11:27:55,876 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in C800.STEP-1
2020-01-30 11:27:55,966 INFO  ExportPropertyManager.cs: 1184 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-01-30 11:31:02,696 INFO  AssemblyExportForm.cs: 254 - Completing URDF export
2020-01-30 11:31:02,701 INFO  Serialization.cs: 275 - URDF Configuration found
